Accession,log2_foldchange,foldchange,AveExpr,t,p_value,adj_p_value,q_value,B,description,exp_q-value_combined,sum_pep_score,coverage_percent,num_peptides,num_psms,num_unique_peptides,num_aas,mw_kda,calc_pi,biological_process,cellular_component,molecular_function,entrez_gene_id,ensembl_gene_id,gene_symbol,reactome_pathways,wikipathways
Q8CAA7,1.5838266582994436,2.9976390116155707,23.24166825862401,6.155031343751092,8.191802988349196e-6,2.1026771707675237e-4,5.524593778926317e-5,3.779937233544077,"Glucose 1,6-bisphosphate synthase OS=Mus musculus OX=10090 GN=Pgm2l1 PE=1 SV=1",0,91.509,27,15,78,15,621,70.2,6.49,other metabolic processes,NA,kinase activity;other molecular function,70974,ENSMUSG00000030729,Pgm2l1,Glycolysis; Glycogen breakdown (glycogenolysis); Galactose catabolism; Glycogen synthesis,NA
Q8BHZ0,1.551628743271344,2.931479043520645,21.222651379929555,4.958741790014502,1.0132245816242475e-4,0.0011644697669862343,3.059538820261059e-4,1.3028742641164026,CYFIP-related Rac1 interactor A OS=Mus musculus OX=10090 GN=Cyria PE=1 SV=1,0,125.162,40,9,57,7,323,37.3,6.01,cell organization and biogenesis,other membranes,other molecular function,76820,ENSMUSG00000020589,Cyria,NA,NA
Q9R0P9,1.5486582903712325,2.9254494518205845,26.38528073894555,7.6626901497340985,4.480958600955452e-7,3.7614231576109033e-5,9.882798589029862e-6,6.629059201996537,Ubiquitin carboxyl-terminal hydrolase isozyme L1 OS=Mus musculus OX=10090 GN=Uchl1 PE=1 SV=1,0,196.137,55,9,133,9,223,24.8,5.24,cell cycle OR cell proliferation;cell organization and biogenesis;protein metabolism;other metabolic processes;stress response;transport;developmental processes;other biological processes,other membranes;cytosol;ER/Golgi;other cell component,signal transduction activity or receptor binding;other molecular function,22223,ENSMUSG00000029223,Uchl1,UCH proteinases,Parkinsons Disease Pathway; Proteasome Degradation
Q99LB6,1.525187824706471,2.878241854414385,20.493598681727292,7.952534428724646,9.213473624574283e-7,5.7554140909949085e-5,1.5121829125413952e-5,6.033952365897667,Methionine adenosyltransferase 2 subunit beta OS=Mus musculus OX=10090 GN=Mat2b PE=1 SV=1,0,46.147,14,4,15,4,334,37.4,6.95,other metabolic processes;other biological processes,nucleus;other cell component,enzyme regulator activity;other molecular function,108645,ENSMUSG00000042032,Mat2b,Methylation; Ub-specific processing proteases,Methylation; One Carbon Metabolism; Glutathione and one carbon metabolism
Q80TB8,1.5249628552861623,2.877793065238632,24.81496862669608,4.951213772528497,1.0299081621695686e-4,0.0011672382210342154,3.0668126824703185e-4,1.2868051201183963,Synaptic vesicle membrane protein VAT-1 homolog-like OS=Mus musculus OX=10090 GN=Vat1l PE=1 SV=2,0,179.883,49,20,129,20,417,45.8,5.06,NA,NA,other molecular function,270097,ENSMUSG00000046844,Vat1l,NA,NA
P54728,1.5217361893104986,2.871363916678556,22.330594641266302,7.10910023808469,1.2567496561398029e-6,6.590734383209545e-5,1.7316557519262156e-5,5.621107593979277,UV excision repair protein RAD23 homolog B OS=Mus musculus OX=10090 GN=Rad23b PE=1 SV=2,0,66.377,23,9,43,9,416,43.5,4.83,cell organization and biogenesis;protein metabolism;DNA metabolism;other metabolic processes;stress response;developmental processes;other biological processes,cytosol;nucleus;other cell component,nucleic acid binding activity;other molecular function,19359,ENSMUSG00000028426,Rad23b,DNA Damage Recognition in GG-NER; Formation of Incision Complex in GG-NER; N-glycan trimming in the ER and Calnexin/Calreticulin cycle; Josephin domain DUBs,NA
Q9R0P3,1.508360270423033,2.8448651534222353,21.58567491986105,7.301153025982083,8.746552476836523e-7,5.7554140909949085e-5,1.5121829125413952e-5,5.975857316994038,S-formylglutathione hydrolase OS=Mus musculus OX=10090 GN=Esd PE=1 SV=1,0,104.47,31,5,42,5,282,31.3,7.12,other metabolic processes,cytosol;other cell component,other molecular function,13885,ENSMUSG00000021996,Esd,Glutathione conjugation,NA
P24529,1.5066096096630162,2.841415101190634,24.039966102051984,6.7166595525481245,2.677090186146102e-6,1.0050561441702796e-4,2.640693968027438e-5,4.8795180030471315,Tyrosine 3-monooxygenase OS=Mus musculus OX=10090 GN=Th PE=1 SV=3,0,269.685,61,20,198,20,498,56,6.15,cell-cell signaling;other metabolic processes;stress response;transport;developmental processes;other biological processes,plasma membrane;other membranes;cytosol;mitochondrion;ER/Golgi;nucleus;other cell component,other molecular function,21823,ENSMUSG00000000214,Th,Catecholamine biosynthesis,Dopaminergic Neurogenesis; Parkinsons Disease Pathway; Biogenic Amine Synthesis
P63054,1.4975025659163137,2.8235351000372635,22.350685745888278,6.730493253174334,2.6057447205244886e-6,9.876774700295706e-5,2.595033076104261e-5,4.9060382671011755,Calmodulin regulator protein PCP4 OS=Mus musculus OX=10090 GN=Pcp4 PE=3 SV=2,0,52.721,44,3,39,3,62,6.8,6.71,signal transduction;other biological processes,cytoskeleton;other cell component,nucleic acid binding activity;other molecular function,18546,ENSMUSG00000090223,Pcp4,NA,NA
P19013,1.4973685942538424,2.823272912868403,21.70116502835772,2.695244188834397,0.014794216320978016,0.042913024825088554,0.011275008511984583,-3.5208438054937403,"CRAP Keratin, type II cytoskeletal 4 OS=Homo sapiens OX=9606 GN=KRT4 PE=1 SV=5",0,176.874,38,19,65,14,520,56.1,6.61,cell organization and biogenesis;developmental processes;other biological processes,cytosol;cytoskeleton;other cell component,NA,3851,ENSG00000170477,KRT4,Formation of the cornified envelope,NA
P60761,1.4925934972380794,2.813943764574244,21.92246089733336,10.88413214311581,2.3701025546876746e-9,4.671472135289407e-6,1.2273869834058747e-6,11.652981541202223,Neurogranin OS=Mus musculus OX=10090 GN=Nrgn PE=1 SV=1,0,35.114,59,2,32,2,78,7.5,7.05,developmental processes;signal transduction;other biological processes,plasma membrane;other membranes;mitochondrion;ER/Golgi;nucleus;other cell component,other molecular function,64011,ENSMUSG00000053310,Nrgn,NA,NA
Q99KK7,1.4883980141416053,2.8057724577030085,20.551011652501494,6.268314213463861,6.51530720219601e-6,1.8229860956903079e-4,4.789730817139001e-5,4.005272284298464,Dipeptidyl peptidase 3 OS=Mus musculus OX=10090 GN=Dpp3 PE=1 SV=2,0,82.458,16,9,35,9,738,82.8,5.38,protein metabolism;other metabolic processes,cytosol;other cell component,other molecular function,75221,ENSMUSG00000063904,Dpp3,NA,NA
Q9JHK4,1.477675027392312,2.784995559715322,20.9248749620687,6.763119402663123,6.352729992909904e-6,1.8229860956903079e-4,4.789730817139001e-5,4.160236049711198,Geranylgeranyl transferase type-2 subunit alpha OS=Mus musculus OX=10090 GN=Rabggta PE=1 SV=1,0,16.801,5,3,11,3,567,64.9,5.8,protein metabolism;other metabolic processes,nucleus;other cell component,other molecular function,56187,ENSMUSG00000040472,Rabggta,RAB geranylgeranylation; TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain,NA
Q9R1K9,1.4667623935894412,2.764009153726582,21.327322928982447,7.920838294882289,2.809337701288089e-7,3.078198652588152e-5,8.087688097255743e-6,7.083829626666892,Centrin-2 OS=Mus musculus OX=10090 GN=Cetn2 PE=1 SV=1,0,52.255,27,4,29,4,172,19.8,5,cell cycle OR cell proliferation;cell organization and biogenesis;DNA metabolism;other metabolic processes;stress response;transport;other biological processes,cytoskeleton;nucleus;other cell component,cytoskeletal activity;other molecular function,26370,ENSMUSG00000031347,Cetn2,DNA Damage Recognition in GG-NER; Recruitment of NuMA to mitotic centrosomes; Anchoring of the basal body to the plasma membrane; Regulation of PLK1 Activity at G2/M Transition; Loss of Nlp from mitotic centrosomes; Recruitment of mitotic centrosome proteins and complexes; AURKA Activation by TPX2; SUMOylation of DNA damage response and repair proteins; Formation of Incision Complex in GG-NER,NA
E9Q1Y3,-1.4652183894747637,-2.7610526323982327,17.268889398471682,-4.29985085794062,7.323332401478069e-4,0.004860029684617264,0.0012769287712974524,-0.3644277933878515,Apolipoprotein B-100 (Fragment) OS=Mus musculus OX=10090 GN=Apob PE=1 SV=1,0.009,2.036,0,1,1,1,4456,503.6,6.83,transport,NA,transporter activity,NA,ENSMUSG00000020609,Apob,NA,NA
O88712,1.4630296741147575,2.756867010067089,24.659274433884576,7.215533801023422,1.027412546433773e-6,5.9559709677087255e-5,1.564877414998451e-5,5.81837136125818,C-terminal-binding protein 1 OS=Mus musculus OX=10090 GN=Ctbp1 PE=1 SV=2,0,151.769,42,12,117,2,441,47.7,6.77,cell organization and biogenesis;signal transduction;other biological processes,nucleus;other cell component,other molecular function,13016,ENSMUSG00000037373,Ctbp1,SUMOylation of transcription cofactors; Deactivation of the beta-catenin transactivating complex; Repression of WNT target genes,PluriNetWork: mechanisms associated with pluripotency; Notch Signaling Pathway; Wnt Signaling Pathway NetPath; Wnt Signaling Pathway and Pluripotency
Q9CY64,1.4592532915024279,2.749660101892749,21.195411642999492,4.899381730974765,1.1526479699328816e-4,0.0012539983014805815,3.294766934010597e-4,1.176038626406668,Biliverdin reductase A OS=Mus musculus OX=10090 GN=Blvra PE=1 SV=1,0,50.227,22,6,41,6,295,33.5,7.02,other metabolic processes,cytosol,other molecular function,109778,ENSMUSG00000001999,Blvra,Cytoprotection by HMOX1; Heme degradation,NA
Q9EQK5,1.451292317384116,2.734528915189073,23.567740432960157,8.058977440430231,2.1961674770886407e-7,2.885764064894474e-5,7.582083651265261e-6,7.323231299115719,Major vault protein OS=Mus musculus OX=10090 GN=Mvp PE=1 SV=4,0,28.23,6,3,9,3,861,95.9,5.59,cell cycle OR cell proliferation;protein metabolism;other metabolic processes;signal transduction;other biological processes,cytosol;cytoskeleton;nucleus;other cell component,other molecular function,78388,NA,Mvp,Neutrophil degranulation,NA
O08997,1.446951479162859,2.7263135214246628,21.15256169945349,5.0405447971882875,8.48760901631009e-5,0.0010108203849635762,2.655838988513515e-4,1.4771754781048205,Copper transport protein ATOX1 OS=Mus musculus OX=10090 GN=Atox1 PE=1 SV=1,0,15.556,32,2,13,2,68,7.3,6.51,stress response;transport;other biological processes,cytosol,other molecular function,11927,ENSMUSG00000018585,Atox1,Ion influx/efflux at host-pathogen interface,NA
Q9QZX7,1.4440880940640106,2.7209078442280585,20.878363561435663,8.508981743940938,1.0016892166119419e-7,2.447693681013001e-5,6.431093403608729e-6,8.084230265248038,Serine racemase OS=Mus musculus OX=10090 GN=Srr PE=1 SV=1,0,99.884,39,8,54,8,339,36.3,6.02,other metabolic processes;developmental processes;other biological processes,plasma membrane;other membranes;other cell component,other molecular function,27364,ENSMUSG00000001323,Srr,Serine biosynthesis,NA
P11404,1.4417995593812094,2.716595113143634,24.99223924029574,6.391524239143593,5.0888011784132624e-006,1.6143121154220798e-4,4.241458838329797e-5,4.24834463509816,"Fatty acid-binding protein, heart OS=Mus musculus OX=10090 GN=Fabp3 PE=1 SV=5",0,98.445,61,9,85,9,133,14.8,6.57,other metabolic processes;transport;other biological processes,non-structural extracellular;cytosol;other cell component,transporter activity;cytoskeletal activity;other molecular function,14077,ENSMUSG00000028773,Fabp3,Triglyceride catabolism,PPAR signaling pathway
Q6W8Q3,1.4379524525839358,2.7093606601317144,20.98717525572842,6.980543648636776,1.606316159202686e-6,7.195566249519305e-5,1.890569845462105e-5,5.3806384424965685,Purkinje cell protein 4-like protein 1 OS=Mus musculus OX=10090 GN=Pcp4l1 PE=1 SV=1,0,17.85,32,2,13,2,68,7.5,5.52,NA,NA,NA,66425,ENSMUSG00000038370,Pcp4l1,NA,NA
B1AQF4,1.4378927716133418,2.70924858244043,21.837833988324224,7.904177603000882,2.8945095623528173e-7,3.078198652588152e-5,8.087688097255743e-6,7.054770164509241,Dual specificity protein phosphatase OS=Mus musculus OX=10090 GN=Dusp3 PE=1 SV=1,0,80.068,33,5,49,5,210,23.2,7.31,protein metabolism;other metabolic processes,NA,other molecular function,NA,ENSMUSG00000003518,Dusp3,NA,NA
Q9Z268,1.437828593189824,2.709128063945087,19.82567284700633,4.103240536559219,8.29664903499839e-4,0.0053266108299615065,0.0013995187403506766,-0.6534689165740319,RasGAP-activating-like protein 1 OS=Mus musculus OX=10090 GN=Rasal1 PE=1 SV=2,0,117.132,22,12,25,12,799,89.3,6.37,signal transduction;other biological processes,plasma membrane;other membranes;cytosol,enzyme regulator activity;other molecular function,19415,ENSMUSG00000029602,Rasal1,Regulation of RAS by GAPs,NA
Q61553,1.428824118788203,2.692271899462349,25.271015062533017,6.220622424424626,7.173169247917433e-6,1.9501126327786566e-4,5.123744276598579e-5,3.9106208725689022,Fascin OS=Mus musculus OX=10090 GN=Fscn1 PE=1 SV=4,0,127.643,37,15,121,15,493,54.5,6.89,cell organization and biogenesis;other biological processes,plasma membrane;other membranes;cytosol;cytoskeleton;other cell component,cytoskeletal activity;other molecular function,14086,ENSMUSG00000029581,Fscn1,NA,NA
P17751,1.428682310464712,2.6920072781871887,27.932006994772664,7.8057837247447,3.455433419211777e-7,3.4053296346332064e-5,8.94719511689037e-6,6.882334509866908,Triosephosphate isomerase OS=Mus musculus OX=10090 GN=Tpi1 PE=1 SV=5,0,276.305,68,13,329,13,249,26.7,7.3,other metabolic processes;developmental processes,cytosol,other molecular function,21991,ENSMUSG00000023456,Tpi1,Gluconeogenesis; Glycolysis,Fatty Acid Beta Oxidation; Glycolysis and Gluconeogenesis
F8WGF2,1.4203710669905334,2.676543438829015,20.98703059139274,3.835728451265501,0.0012097305546940331,0.006804173030829918,0.0017877348229894893,-1.1255844864972122,Constitutive NOS OS=Mus musculus OX=10090 GN=Nos1 PE=1 SV=1,0,71.43,7,10,34,10,1463,164.2,7.24,other metabolic processes,plasma membrane;other membranes;other cell component,other molecular function,NA,ENSMUSG00000029361,Nos1,NA,Alzheimers Disease; Spinal Cord Injury; Myometrial Relaxation and Contraction Pathways
P62774,1.4196483844557513,2.6752030260909483,21.033299905465867,8.141088125908393,1.8993838197909877e-7,2.674061077720026e-5,7.025853231215972e-6,7.46423522080433,Myotrophin OS=Mus musculus OX=10090 GN=Mtpn PE=1 SV=2,0,39.403,27,3,34,3,118,12.9,5.52,cell organization and biogenesis;other metabolic processes;developmental processes;other biological processes,cytosol;cytoskeleton;nucleus;other cell component,nucleic acid binding activity,14489,ENSMUSG00000029840,Mtpn,NA,NA
Q8CGA0,1.415751947901633,2.6679875751713142,20.537073693654495,8.414736668309871,1.811829337211505e-7,2.6452708323287973e-5,6.950209469637446e-6,7.541110627194831,Protein phosphatase 1F OS=Mus musculus OX=10090 GN=Ppm1f PE=1 SV=1,0,56.48,20,6,23,6,452,49.6,5.3,cell organization and biogenesis;protein metabolism;other metabolic processes;signal transduction;other biological processes,cytosol;nucleus;other cell component,other molecular function,68606,ENSMUSG00000026181,Ppm1f,NA,NA
Q9JI46,1.4138174758519142,2.66441253778,21.16429537234789,5.655661692894388,2.292667687637587e-5,4.1268018377476565e-4,1.084279797043704e-4,2.766367383236238,Diphosphoinositol polyphosphate phosphohydrolase 1 OS=Mus musculus OX=10090 GN=Nudt3 PE=1 SV=1,0,53.239,31,4,23,4,168,19,6.34,other metabolic processes,cytosol;nucleus;other cell component,other molecular function,56409,ENSMUSG00000024213,Nudt3,Synthesis of pyrophosphates in the cytosol,NA
B2RQR5,1.412418293101343,2.661829737700335,21.34930335331767,7.2621330442383085,1.8920482149994494e-6,8.156656269897208e-5,2.1430875415395203e-5,5.300743561061934,Small G protein signaling modulator 1 OS=Mus musculus OX=10090 GN=Sgsm1 PE=1 SV=1,0,92.514,11,7,32,7,1093,123.2,5.66,other biological processes,other membranes;cytosol,enzyme regulator activity;other molecular function,52850,ENSMUSG00000042216,Sgsm1,NA,NA
Q99KY4,1.3874725286350902,2.6161994455116457,21.00885782659946,7.67948337882158,6.309943073473378e-7,4.7834222299292414e-5,1.256800856586021e-5,6.328536829427513,Cyclin-G-associated kinase OS=Mus musculus OX=10090 GN=Gak PE=1 SV=2,0,76.667,9,11,45,9,1305,143.6,5.73,cell cycle OR cell proliferation;cell organization and biogenesis;protein metabolism;other metabolic processes;transport;developmental processes;other biological processes,cytosol;ER/Golgi;other cell component,kinase activity;other molecular function,231580,NA,Gak,Golgi Associated Vesicle Biogenesis; Clathrin-mediated endocytosis,NA
O35945,1.386838640248449,2.6150501976633134,20.69923166319024,5.686721268455113,2.6681944225438174e-5,4.6334900500738887e-4,1.2174075346055768e-4,2.6495061088739487,"Aldehyde dehydrogenase, cytosolic 1 OS=Mus musculus OX=10090 GN=Aldh1a7 PE=1 SV=1",0,103.835,21,9,72,2,501,54.6,7.71,other metabolic processes,other cell component,other molecular function,26358,ENSMUSG00000024747,Aldh1a7,NA,NA
Q01065,1.3865863290889529,2.614592894743557,24.005065428266764,8.72091734117426,6.982798235876992e-8,2.293849220485592e-5,6.0268810207626465e-6,8.432769201314064,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B OS=Mus musculus OX=10090 GN=Pde1b PE=1 SV=2",0,196.427,30,14,126,13,535,61.2,5.72,other metabolic processes;developmental processes;signal transduction;other biological processes,other cell component,other molecular function,18574,ENSMUSG00000022489,Pde1b,G alpha (s) signalling events; cGMP effects; Cam-PDE 1 activation,Purine metabolism; G Protein Signaling Pathways
S4R2D2,1.3832423700326686,2.608539663428043,20.010568897064154,6.062036141620184,1.2652922398657328e-5,2.7307143179621803e-4,7.17470448758053e-5,3.385487032187271,ADP-ribosylation factor-binding protein GGA3 OS=Mus musculus OX=10090 GN=Gga3 PE=1 SV=1,0,66.94,16,7,33,7,595,64.5,5.47,transport,ER/Golgi,other molecular function,NA,ENSMUSG00000020740,Gga3,NA,NA
Q4KMM3,1.3829200789842062,2.6079569934519893,24.917612960169272,8.546751345180217,9.389178516139773e-8,2.447693681013001e-5,6.431093403608729e-6,8.14680233618445,Oxidation resistance protein 1 OS=Mus musculus OX=10090 GN=Oxr1 PE=1 SV=3,0,544.73,53,34,273,34,866,95.9,5.33,stress response;other biological processes,nucleus,other molecular function,170719,ENSMUSG00000022307,Oxr1,NA,NA
Q8K0S0,1.3809617367120453,2.6044193035784504,23.15791724408203,9.83024839723319,1.1539600047955494e-8,9.118484767421304e-6,2.395799265797032e-6,10.158132502382493,Phytanoyl-CoA hydroxylase-interacting protein OS=Mus musculus OX=10090 GN=Phyhip PE=1 SV=1,0,43.8,21,9,53,6,330,37.5,7.01,other biological processes,other cell component,other molecular function,105653,ENSMUSG00000003469,Phyhip,NA,NA
P12658,1.3802583110406026,2.60314975679743,22.837946739639705,9.606698270829167,1.6395790043581443e-8,9.118484767421304e-6,2.395799265797032e-6,9.82343849742771,Calbindin OS=Mus musculus OX=10090 GN=Calb1 PE=1 SV=2,0,149.018,46,11,77,10,261,30,4.83,developmental processes;other biological processes,cytosol;cytoskeleton;nucleus;other cell component,other molecular function,12307,ENSMUSG00000028222,Calb1,NA,Vitamin D Receptor Pathway
Q78RX3,-1.3781120194732424,-2.599279940719294,20.247064148774324,-5.421960106092772,3.75078071684313e-5,5.656293246395246e-4,1.4861398085856253e-4,2.281403898191014,Small integral membrane protein 12 OS=Mus musculus OX=10090 GN=Smim12 PE=3 SV=1,0.001,4.457,20,2,8,2,92,10.8,9.04,NA,other membranes,NA,80284,ENSMUSG00000042380,Smim12,NA,NA
Q9R111,1.3525684577431178,2.5536635464259643,24.929151885610594,7.815694394367301,3.3941334237746376e-7,3.4053296346332064e-5,8.94719511689037e-6,6.899766419862193,Guanine deaminase OS=Mus musculus OX=10090 GN=Gda PE=1 SV=1,0,193.816,57,21,171,21,454,51,5.53,other metabolic processes;other biological processes,NA,other molecular function,14544,ENSMUSG00000058624,Gda,Purine catabolism,Purine metabolism
Q8BW96,1.3517590158762438,2.552231183820923,21.227869541337803,6.701987982436592,2.754970610545734e-6,1.0245371836576682e-4,2.6918786344400004e-5,4.851361418192306,Calcium/calmodulin-dependent protein kinase type 1D OS=Mus musculus OX=10090 GN=Camk1d PE=1 SV=2,0,57.37,21,6,31,4,385,42.9,7.17,protein metabolism;other metabolic processes;stress response;developmental processes;other biological processes,nucleus;other cell component,kinase activity;other molecular function,227541,ENSMUSG00000039145,Camk1d,NA,NA
P70296,1.344646677706443,2.53967991024701,26.518184330486065,7.999627142645567,2.440494550204368e-7,3.0667912659077256e-5,8.057716222179223e-6,7.220710675897632,Phosphatidylethanolamine-binding protein 1 OS=Mus musculus OX=10090 GN=Pebp1 PE=1 SV=3,0,217.256,56,9,211,9,187,20.8,5.4,stress response;developmental processes;signal transduction;other biological processes,non-structural extracellular;other membranes;mitochondrion;ER/Golgi;other cell component,signal transduction activity or receptor binding;enzyme regulator activity;other molecular function,23980,ENSMUSG00000032959,Pebp1,MAP2K and MAPK activation; Negative regulation of MAPK pathway,TNF-alpha NF-kB Signaling Pathway; EGFR1 Signaling Pathway
P17183,1.3444753105012737,2.5393782581384503,27.42013843227061,6.264404100949212,6.566819522780916e-6,1.8229860956903079e-4,4.789730817139001e-5,3.9975238616865827,Gamma-enolase OS=Mus musculus OX=10090 GN=Eno2 PE=1 SV=2,0,628.673,66,21,523,18,434,47.3,5.11,other metabolic processes;other biological processes,plasma membrane;other membranes;cytosol;other cell component,other molecular function,13807,ENSMUSG00000004267,Eno2,Gluconeogenesis; Glycolysis,Glycolysis and Gluconeogenesis
Q8CI71,1.3387899372945746,2.5293907675399634,20.461074912572947,8.346848014630517,1.325168953613318e-7,2.487531435782714e-5,6.535763495255185e-6,7.8133525653101685,Syndetin OS=Mus musculus OX=10090 GN=Vps50 PE=1 SV=2,0,62.067,9,7,32,7,964,111.1,6.07,transport,other membranes;cytosol;other cytoplasmic organelle;other cell component,other molecular function,73288,ENSMUSG00000001376,Vps50,NA,NA
Q8BIW1,1.334443960196296,2.5217826913530335,20.346172370095935,5.455106385178547,3.4964770097065794e-5,5.580207438163294e-4,1.466148951754789e-4,2.3505703650232093,Exopolyphosphatase PRUNE1 OS=Mus musculus OX=10090 GN=Prune1 PE=1 SV=1,0,96.397,24,7,35,7,454,50.2,5.11,other metabolic processes;developmental processes;other biological processes,cytosol;nucleus;other cell component,cytoskeletal activity;other molecular function,229589,ENSMUSG00000015711,Prune1,NA,Purine metabolism
