"","Accession","log2_foldchange","foldchange","AveExpr","t","p_value","adj_p_value","q_value","B","description","exp_q.value_combined","sum_pep_score","coverage_percent","num_peptides","num_psms","num_unique_peptides","num_aas","mw_kda","calc_pi","biological_process","cellular_component","molecular_function","entrez_gene_id","ensembl_gene_id","gene_symbol","reactome_pathways","wikipathways"
"11","P19013",0.81411774305068,1.75822261025359,21.7011650283577,-1.46540145452813,0.160049809093361,0.664171668497035,0.549205804522509,-4.83807098319998,"CRAP Keratin, type II cytoskeletal 4 OS=Homo sapiens OX=9606 GN=KRT4 PE=1 SV=5",0,176.874,38,19,65,14,520,56.1,6.61,"cell organization and biogenesis;developmental processes;other biological processes","cytosol;cytoskeleton;other cell component",NA,"3851","ENSG00000170477","KRT4","Formation of the cornified envelope",NA
"12","P40124",0.812705599042403,1.75650246240004,26.5727392908415,-4.16913989467518,0.000575663964898534,0.203563934297721,0.168327707444579,-0.164307023907014,"Adenylyl cyclase-associated protein 1 OS=Mus musculus OX=10090 GN=Cap1 PE=1 SV=4",0,275.894,49,17,229,15,474,51.5,7.52,"cell organization and biogenesis;transport;other biological processes","non-structural extracellular;plasma membrane;other membranes;cytosol;cytoskeleton;other cell component","cytoskeletal activity;other molecular function","12331","ENSMUSG00000028656","Cap1","Neutrophil degranulation","Insulin Signaling"
"13","Q8C854",-0.778798117413729,-1.71570095856782,16.8740454149759,1.99702920945837,0.0642820612373777,0.543390780102876,0.449331678407547,-4.00699495148031,"Myelin expression factor 2 OS=Mus musculus OX=10090 GN=Myef2 PE=1 SV=1",0,18.064,11,5,5,5,591,63.3,8.87,"stress response;other biological processes","nucleus;other cell component","nucleic acid binding activity;other molecular function","17876","ENSMUSG00000027201; ENSMUSG00000049230","Myef2",NA,"Mitochondrial Gene Expression; MicroRNAs in Cardiomyocyte Hypertrophy; mRNA processing"
"14","F8VPN4",0.777987812865792,1.7147375879996,22.258838173577,-4.61752819396443,0.000213492327317173,0.120226679183471,0.099415848639624,0.671527501804136,"4-alpha-glucanotransferase OS=Mus musculus OX=10090 GN=Agl PE=1 SV=1",0,112.605,14,16,76,16,1532,174.2,6.74,"other metabolic processes;other biological processes","cytosol;ER/Golgi;nucleus;other cell component","other molecular function","77559","ENSMUSG00000033400","Agl","Neutrophil degranulation; Glycogen breakdown (glycogenolysis)","Glycogen Metabolism"
"15","Q9DAK9",-0.775214082654852,-1.71144399504739,21.6426896793831,3.28048803072799,0.0041535028295292,0.296405790053025,0.245098952744517,-1.84456449572002,"14 kDa phosphohistidine phosphatase OS=Mus musculus OX=10090 GN=Phpt1 PE=1 SV=1",0,72.698,56,5,29,5,124,14,5.53,"protein metabolism;other metabolic processes;other biological processes","cytosol","other molecular function","75454","ENSMUSG00000036504","Phpt1",NA,NA
"16","Q3UWL8",0.773461710650125,1.70936644866782,19.4294879678289,-3.12029723354404,0.00751603834972486,0.315759533472489,0.261102628796014,-2.42692138007495,"Prefoldin subunit 4 OS=Mus musculus OX=10090 GN=Pfdn4 PE=1 SV=1",0,26.32,20,2,8,2,134,15.2,4.61,"other biological processes","mitochondrion;nucleus;other cell component","other molecular function","109054","ENSMUSG00000052033","Pfdn4",NA,NA
"17","O08715",0.770806473255725,1.70622330378357,21.8680350801693,-1.9804165938659,0.0631398736587831,0.543390780102876,0.449331678407547,-4.11742558877523,"A-kinase anchor protein 1, mitochondrial OS=Mus musculus OX=10090 GN=Akap1 PE=1 SV=4",0,35.474,7,4,16,4,857,92.1,5.02,"stress response;other biological processes","plasma membrane;other membranes;mitochondrion;ER/Golgi;other cell component","cytoskeletal activity;nucleic acid binding activity;other molecular function","11640","ENSMUSG00000018428","Akap1","Factors involved in megakaryocyte development and platelet production","G Protein Signaling Pathways; mRNA processing"
"18","Q8BTG3",-0.766864664186329,-1.70156783146744,17.3401270310891,3.58957406467556,0.00225724527339658,0.245480948946858,0.202989028975586,-1.31358946179894,"T-complex protein 11-like protein 1 OS=Mus musculus OX=10090 GN=Tcp11l1 PE=1 SV=1",0,6.645,2,1,8,1,509,56.3,5.5,"signal transduction","cytoskeleton",NA,"320554","ENSMUSG00000027175","Tcp11l1",NA,NA
"19","E9Q1W0",-0.764882318592214,-1.6992313854091,24.8001278907397,6.0127987791331,1.0946444078627e-05,0.0143836275193159,0.0118938703627242,3.10792813917517,"Calcium/calmodulin-dependent protein kinase OS=Mus musculus OX=10090 GN=Camk2d PE=1 SV=2",0,203.386,34,14,262,10,512,57.7,7.15,"protein metabolism;other metabolic processes",NA,"kinase activity;other molecular function","108058","ENSMUSG00000053819","Camk2d",NA,"MicroRNAs in Cardiomyocyte Hypertrophy; Myometrial Relaxation and Contraction Pathways; Wnt Signaling Pathway NetPath; Calcium Regulation in the Cardiac Cell"
"20","A0A494B952",-0.762383922929633,-1.69629127792494,19.8679904923965,3.0691671455906,0.00733337513952288,0.315759533472489,0.261102628796014,-2.30414908227769,"Isochorismatase domain-containing protein 1 OS=Mus musculus OX=10090 GN=Isoc1 PE=1 SV=1",0,28.699,25,5,11,5,257,27.5,7.02,NA,NA,NA,NA,"ENSMUSG00000024601","Isoc1",NA,NA
"21","Q61327",0.74853923092013,1.68009083003516,24.8715739352909,-2.16081615552243,0.0444261488509529,0.498211156863337,0.411972494771418,-3.83308900724589,"Sodium-dependent dopamine transporter OS=Mus musculus OX=10090 GN=Slc6a3 PE=1 SV=2",0,53.682,14,10,78,10,619,68.8,7.21,"cell-cell signaling;other metabolic processes;transport;developmental processes;other biological processes","plasma membrane;other membranes;other cell component","signal transduction activity or receptor binding;transporter activity;other molecular function","13162","ENSMUSG00000021609","Slc6a3","Na+/Cl- dependent neurotransmitter transporters; Dopamine clearance from the synaptic cleft","Dopaminergic Neurogenesis; Parkinsons Disease Pathway"
"22","K4DI63",-0.74699030799696,-1.67828799946231,17.1443354895639,2.01730704564382,0.0619097456052025,0.539929684017053,0.446469686319499,-3.95778786872004,"Protein CREG1 OS=Mus musculus OX=10090 GN=Creg1 PE=1 SV=1",0,11.937,12,1,2,1,94,11,8.03,NA,NA,NA,NA,"ENSMUSG00000040713","Creg1",NA,NA
"23","A0A0A0MQE8",0.738416458525293,1.66834361398001,22.275578316241,-2.11329325819976,0.0487911392120865,0.51426382559905,0.425246500974786,-3.90935751160129,"Rho GTPase-activating protein 21 OS=Mus musculus OX=10090 GN=Arhgap21 PE=1 SV=1",0,109.649,8,12,65,1,1949,216.3,7.71,"signal transduction;other biological processes",NA,"enzyme regulator activity",NA,"ENSMUSG00000036591","Arhgap21",NA,NA
"24","P32211",0.737642321569169,1.6674486362045,20.8982895763639,-3.4141161207863,0.00309080947663951,0.264868933845934,0.219021019422668,-1.59297974219601,"Muscarinic acetylcholine receptor M4 OS=Mus musculus OX=10090 GN=Chrm4 PE=2 SV=1",0,20.977,7,2,13,2,479,52.9,9.88,"cell-cell signaling;signal transduction;other biological processes","plasma membrane;other membranes;other cell component","enzyme regulator activity;other molecular function","12672","ENSMUSG00000040495","Chrm4","G alpha (i) signalling events; Muscarinic acetylcholine receptors","Non-odorant GPCRs; GPCRs, Class A Rhodopsin-like; Regulation of Actin Cytoskeleton; Calcium Regulation in the Cardiac Cell; Monoamine GPCRs"
"25","Q91V77",-0.73607838030372,-1.66564203211305,17.3168049299562,5.01380812674967,0.000106230324388141,0.0837519877476104,0.0692548026256122,1.25905038239378,"Protein S100 OS=Mus musculus OX=10090 GN=S100a1 PE=1 SV=1",0,31.835,39,2,17,2,94,10.5,4.59,"other biological processes","cytoskeleton;other cell component","other molecular function","20193","ENSMUSG00000044080","S100a1",NA,NA
"26","A0A338P7K6",0.728726612308375,1.65717574788313,16.9343090076561,-2.88653510251422,0.0119470395804929,0.379794876034702,0.314053670669477,-2.67626961820003,"Metabotropic glutamate receptor 4 OS=Mus musculus OX=10090 GN=Grm4 PE=1 SV=1",0,14.039,3,2,16,1,865,96,8.66,"signal transduction","plasma membrane;other membranes","other molecular function",NA,"ENSMUSG00000063239","Grm4",NA,"Non-odorant GPCRs"
"27","E9Q0H6",-0.728024202377753,-1.65636910936933,20.7886879041085,1.36470326851271,0.191218144506436,0.680050860066547,0.562336361868978,-4.81667030729977,"Fatty acid-binding protein, brain OS=Mus musculus OX=10090 GN=Fabp7 PE=1 SV=1",0,33.073,21,3,15,3,188,20.6,6.76,NA,NA,"other molecular function",NA,"ENSMUSG00000019874","Fabp7",NA,NA
"28","Q8BH58",-0.72728553739066,-1.65552125956952,21.1231771088844,2.99844219706538,0.00850140283808476,0.323160401751786,0.267222431868455,-2.41801690357286,"TIP41-like protein OS=Mus musculus OX=10090 GN=Tiprl PE=1 SV=1",0,71.152,39,7,32,7,271,31.2,5.63,"stress response;signal transduction;other biological processes","cytosol",NA,"226591","ENSMUSG00000040843","Tiprl",NA,NA
"29","A0A338P754",0.725845424237928,1.65386952560412,19.5661976340038,-3.38350309697441,0.00352865320973724,0.289790644849671,0.239628866747529,-1.69955827132194,"Cationic amino acid transporter 4 OS=Mus musculus OX=10090 GN=Slc7a4 PE=1 SV=1",0,20.284,3,1,10,1,430,46.2,8.18,"transport","other membranes",NA,NA,"ENSMUSG00000022756","Slc7a4",NA,NA
"30","Q9D0F9",-0.718536641508784,-1.64551210728728,24.9878885751352,2.70392601872635,0.014523897906058,0.381635236103024,0.315575470649626,-2.90507765150127,"Phosphoglucomutase-1 OS=Mus musculus OX=10090 GN=Pgm1 PE=1 SV=4",0,263.559,49,22,224,22,562,61.4,6.57,"other metabolic processes","cytosol;cytoskeleton;other cell component","other molecular function","72157","ENSMUSG00000025791; ENSMUSG00000116466","Pgm1","Neutrophil degranulation; Glycogen synthesis","Glucuronidation; Purine metabolism; Glycogen Metabolism"
"31","Q9JJ69",0.715250862768826,1.64176867145366,21.6316213548813,-3.54643812257795,0.00230410834881627,0.245480948946858,0.202989028975586,-1.34281555639934,"Kv channel-interacting protein 2 OS=Mus musculus OX=10090 GN=Kcnip2 PE=1 SV=2",0,33.695,13,4,40,3,270,30.9,5.05,"cell organization and biogenesis;transport;developmental processes;other biological processes","plasma membrane;other membranes;other cell component","transporter activity;other molecular function","80906","ENSMUSG00000025221","Kcnip2","Phase 1 - inactivation of fast Na+ channels",NA
"32","P84099",-0.712567532627943,-1.6387179137593,22.313952081838,2.54982783658246,0.0200998625671958,0.41668445212748,0.34455778621294,-3.17751299936125,"60S ribosomal protein L19 OS=Mus musculus OX=10090 GN=Rpl19 PE=1 SV=1",0,21.956,17,3,20,3,196,23.5,11.47,"protein metabolism;other metabolic processes","cytosol;translational apparatus;nucleus;other cell component","nucleic acid binding activity;other molecular function","19921","ENSMUSG00000017404","Rpl19","L13a-mediated translational silencing of Ceruloplasmin expression; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)","Cytoplasmic Ribosomal Proteins; mRNA processing"
"33","A0A338P697",0.701336406319829,1.62601031137513,18.1376339022576,-4.10003847910562,0.000671316881245655,0.203563934297721,0.168327707444579,-0.294493590949688,"YEATS domain-containing protein 2 (Fragment) OS=Mus musculus OX=10090 GN=Yeats2 PE=1 SV=1",0.02,1.745,1,1,6,1,1369,144.7,9.03,"other biological processes","nucleus",NA,NA,"ENSMUSG00000041215","Yeats2",NA,NA
"34","Q6P069",-0.699336753230792,-1.62375813462012,22.1146290021019,2.53196781100714,0.020863949079294,0.417490798327802,0.345224556619865,-3.20868015073299,"Sorcin OS=Mus musculus OX=10090 GN=Sri PE=1 SV=1",0,28.091,20,4,27,4,198,21.6,5.59,"transport;developmental processes;other biological processes","non-structural extracellular;plasma membrane;other membranes;cytosol;cytoskeleton;mitochondrion;ER/Golgi;nucleus;other cell component","other molecular function","109552","ENSMUSG00000003161","Sri","Stimuli-sensing channels; Ion homeostasis; Ion transport by P-type ATPases; Reduction of cytosolic Ca++ levels; Sodium/Calcium exchangers",NA
"35","J3QJX3",0.693506461288326,1.6172093628997,17.6623843602472,-3.74698397709409,0.00216319621938085,0.245480948946858,0.202989028975586,-1.25547367916926,"Protein sel-1 homolog 1 OS=Mus musculus OX=10090 GN=Sel1l PE=1 SV=1",0,9.446,2,1,3,1,740,82.4,6.02,NA,NA,NA,NA,"ENSMUSG00000020964","Sel1l",NA,NA
"36","Q99J39",-0.691273447891675,-1.61470817120458,20.9744462809502,1.77031785418297,0.0945908805008754,0.603086048124007,0.498693897928175,-4.38340909892575,"Malonyl-CoA decarboxylase, mitochondrial OS=Mus musculus OX=10090 GN=Mlycd PE=1 SV=1",0,54.593,17,7,24,7,492,54.7,8.94,"other metabolic processes;stress response;other biological processes","cytosol;mitochondrion;other cytoplasmic organelle;other cell component","other molecular function","56690","ENSMUSG00000074064","Mlycd","Peroxisomal protein import; Beta-oxidation of very long chain fatty acids",NA
"37","B1PL19",0.685722627615688,1.60850746069233,16.0324430988878,-2.08596883483447,0.0533365698396176,0.523016811710877,0.432484374867236,-3.92593993724295,"Pannexin-1 OS=Mus musculus OX=10090 GN=Panx1 PE=1 SV=1",0.003,3.077,21,1,3,1,112,12.3,5.83,"transport;other biological processes",NA,"transporter activity",NA,"ENSMUSG00000031934","Panx1",NA,NA
"38","A0A494B923",-0.68496539414361,-1.6076634180789,18.577813152652,2.41164652484055,0.0274620091235027,0.447335702334081,0.369903408930378,-3.39801534297424,"3'-phosphoadenosine-5'-phosphosulfate synthase OS=Mus musculus OX=10090 GN=Papss2 PE=1 SV=1",0.03,1.519,2,1,1,1,614,69.4,7.42,"other metabolic processes",NA,"kinase activity;other molecular function","23972","ENSMUSG00000024899","Papss2",NA,"Purine metabolism"
"39","Q0KL01",-0.684787752287498,-1.60746547553131,20.4528514664115,3.41890282144642,0.00305819246959122,0.264868933845934,0.219021019422668,-1.58394530049007,"UBX domain-containing protein 2B OS=Mus musculus OX=10090 GN=Ubxn2b PE=1 SV=2",0.008,2.11,4,1,2,1,331,37.4,5.94,"cell cycle OR cell proliferation;cell organization and biogenesis;protein metabolism;other metabolic processes;other biological processes","cytosol;cytoskeleton;ER/Golgi;nucleus","other molecular function","68053","ENSMUSG00000028243","Ubxn2b",NA,NA
"40","Q04899",0.681206141849664,1.60347975826877,16.6515607106901,-1.54471065132273,0.139803874949877,0.651447254271325,0.538683943257751,-4.73714822323922,"Cyclin-dependent kinase 18 OS=Mus musculus OX=10090 GN=Cdk18 PE=1 SV=1",0,36.767,14,5,39,3,451,51.8,8.51,"cell cycle OR cell proliferation;protein metabolism;other metabolic processes","nucleus;other cell component","kinase activity;other molecular function","18557","ENSMUSG00000026437","Cdk18",NA,NA
"41","Q3UVL4",-0.679909538426259,-1.60203929906361,19.8642355021886,3.66759325442835,0.00175960341315115,0.245480948946858,0.202989028975586,-1.1132443273675,"Vacuolar protein sorting-associated protein 51 homolog OS=Mus musculus OX=10090 GN=Vps51 PE=1 SV=2",0,53.364,10,6,27,6,782,86.1,6.24,"cell organization and biogenesis;other metabolic processes;transport","other membranes;cytosol;ER/Golgi;nucleus;other cytoplasmic organelle;other cell component",NA,"68505","ENSMUSG00000024797","Vps51","Retrograde transport at the Trans-Golgi-Network",NA
"42","P19012",0.678370096519366,1.60033073903168,19.0361220668965,-3.18369667455783,0.00576754498566143,0.307908056434544,0.254610215813279,-2.11266623386499,"CRAP Keratin, type I cytoskeletal 15 OS=Homo sapiens OX=9606 GN=KRT15 PE=1 SV=3",0,77.483,23,12,49,2,456,49.2,4.77,"cell organization and biogenesis;developmental processes;other biological processes","cytosol;cytoskeleton","cytoskeletal activity;other molecular function","3866","ENSG00000171346","KRT15","Formation of the cornified envelope",NA
"43","Q8VHE0",0.67726024697437,1.59910009548603,17.4575289516545,-3.03268925409206,0.00715341366830143,0.315759533472489,0.261102628796014,-2.30657612091164,"Translocation protein SEC63 homolog OS=Mus musculus OX=10090 GN=Sec63 PE=1 SV=4",0,12.262,3,2,3,2,760,87.8,5.38,"other metabolic processes;transport;developmental processes","other membranes;ER/Golgi","transporter activity;nucleic acid binding activity","140740","ENSMUSG00000019802","Sec63",NA,NA
"44","Q9D0W5",-0.676557890692084,-1.59832178501955,20.2704044653968,2.37907812518255,0.0301366196182219,0.449994524753904,0.37210199820394,-3.42615512632908,"Peptidyl-prolyl cis-trans isomerase-like 1 OS=Mus musculus OX=10090 GN=Ppil1 PE=1 SV=1",0,29.501,23,3,14,3,166,18.2,7.99,"protein metabolism;RNA metabolism OR transcription;other metabolic processes;other biological processes","nucleus","other molecular function","68816","ENSMUSG00000024007","Ppil1","mRNA Splicing - Major Pathway",NA
"45","Q8VCF0",-0.675343583061075,-1.59697705331129,21.2948693980252,2.46427246474188,0.0240161703047104,0.425152737913012,0.351560240440315,-3.32597349830764,"Mitochondrial antiviral-signaling protein OS=Mus musculus OX=10090 GN=Mavs PE=1 SV=1",0,89.292,25,6,16,6,503,53.4,6.37,"stress response;signal transduction;other biological processes","other membranes;mitochondrion;other cytoplasmic organelle","other molecular function","228607","ENSMUSG00000037523","Mavs","Negative regulators of DDX58/IFIH1 signaling",NA
"46","Q3TEA8",-0.673598672375942,-1.59504670922137,20.1434646302251,2.27977743594948,0.035021847363551,0.475404147363293,0.393113301289756,-3.638228116054,"Heterochromatin protein 1-binding protein 3 OS=Mus musculus OX=10090 GN=Hp1bp3 PE=1 SV=1",0,21.616,11,5,5,5,554,60.8,9.7,"cell organization and biogenesis;stress response;other biological processes","nucleus;other cell component","nucleic acid binding activity;other molecular function","15441","ENSMUSG00000028759","Hp1bp3",NA,NA
"47","O54916",-0.672125821450894,-1.59341915303183,20.6467147117662,3.16579013583627,0.00534629674375894,0.307908056434544,0.254610215813279,-2.05928817063514,"RalBP1-associated Eps domain-containing protein 1 OS=Mus musculus OX=10090 GN=Reps1 PE=1 SV=2",0,27.707,7,4,18,3,795,86.5,5.58,"transport","plasma membrane;other membranes","other molecular function","19707","ENSMUSG00000019854","Reps1","Cargo recognition for clathrin-mediated endocytosis","EGFR1 Signaling Pathway"
"48","Q923X4",0.667461079895354,1.58827538758257,19.0806233673632,-4.05197447786762,0.000747133205208935,0.21037136392383,0.173956794082674,-0.385200519966769,"Glutaredoxin-2, mitochondrial OS=Mus musculus OX=10090 GN=Glrx2 PE=1 SV=1",0,10.969,13,2,4,2,156,17.3,9.95,"stress response;other biological processes","mitochondrion;nucleus;other cell component","other molecular function","69367","ENSMUSG00000018196","Glrx2",NA,NA
"49","P56546",0.666705676766139,1.58744397546097,17.8740959533165,-3.46080091781699,0.00381720331073052,0.293542499933322,0.242731288436685,-1.8418139535943,"C-terminal-binding protein 2 OS=Mus musculus OX=10090 GN=Ctbp2 PE=1 SV=2",0.001,4.92,9,2,19,1,445,48.9,6.95,"cell-cell signaling;cell organization and biogenesis;transport;other biological processes","cytosol;nucleus;other cell component","signal transduction activity or receptor binding;other molecular function","13017","ENSMUSG00000030970","Ctbp2","Repression of WNT target genes","PluriNetWork: mechanisms associated with pluripotency; Neural Crest Differentiation; Notch Signaling Pathway; Wnt Signaling Pathway NetPath; Wnt Signaling Pathway and Pluripotency"
"50","P49722",-0.663897018173728,-1.58435652396915,22.8558795341393,3.19370782969503,0.00502826428475755,0.307908056434544,0.254610215813279,-2.00714752076784,"Proteasome subunit alpha type-2 OS=Mus musculus OX=10090 GN=Psma2 PE=1 SV=3",0,141.499,44,8,93,8,234,25.9,7.43,"protein metabolism;other metabolic processes","cytosol;nucleus;other cell component","other molecular function","19166","ENSMUSG00000015671","Psma2","Neutrophil degranulation; Separation of Sister Chromatids; MAPK6/MAPK4 signaling; The role of GTSE1 in G2/M progression after G2 checkpoint; Hedgehog ligand biogenesis; AUF1 (hnRNP D0) binds and destabilizes mRNA; Downstream TCR signaling; FCERI mediated NF-kB activation; Neddylation; Asymmetric localization of PCP proteins; Degradation of AXIN; Hedgehog 'on' state; Ub-specific processing proteases; Regulation of RUNX3 expression and activity; Antigen processing: Ubiquitination & Proteasome degradation; Autodegradation of Cdh1 by Cdh1:APC/C; APC/C:Cdc20 mediated degradation of Securin; APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1; Cdc20:Phospho-APC/C mediated degradation of Cyclin A; CDK-mediated phosphorylation and removal of Cdc6; UCH proteinases; Regulation of PTEN stability and activity; ABC-family proteins mediated transport; Regulation of RAS by GAPs; FBXL7 down-regulates AURKA during mitotic entry and in early mitosis; Regulation of ornithine decarboxylase (ODC); Activation of NF-kappaB in B cells; Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha; Cross-presentation of soluble exogenous antigens (endosomes); SCF(Skp2)-mediated degradation of p27/p21; Degradation of beta-catenin by the destruction complex; Autodegradation of the E3 ubiquitin ligase COP1; Degradation of DVL; Dectin-1 mediated noncanonical NF-kB signaling; Degradation of GLI1 by the proteasome; GLI3 is processed to GLI3R by the proteasome; NIK-->noncanonical NF-kB signaling; CDT1 association with the CDC6:ORC:origin complex; Orc1 removal from chromatin; G2/M Checkpoints; Ubiquitin Mediated Degradation of Phosphorylated Cdc25A; Ubiquitin-dependent degradation of Cyclin D; ROS sensing by NFE2L2; RUNX1 regulates transcription of genes involved in differentiation of HSCs; Regulation of RUNX2 expression and activity; Interleukin-1 signaling","Proteasome Degradation"
"51","P09240",0.656640563490576,1.57640754921809,20.700699788747,-2.9519586417414,0.00852579446529319,0.323160401751786,0.267222431868455,-2.45535035641532,"Cholecystokinin OS=Mus musculus OX=10090 GN=Cck PE=1 SV=3",0,8.7,9,1,12,1,115,12.8,9.35,"cell organization and biogenesis;developmental processes;signal transduction;other biological processes","non-structural extracellular;other cell component","signal transduction activity or receptor binding","12424","ENSMUSG00000032532","Cck","G alpha (q) signalling events; Peptide ligand-binding receptors",NA
