Accession,log2_foldchange,foldchange,AveExpr,t,p_value,adj_p_value,q_value,B,description,exp_q-value_combined,sum_pep_score,coverage_percent,num_peptides,num_psms,num_unique_peptides,num_aas,mw_kda,calc_pi,biological_process,cellular_component,molecular_function,entrez_gene_id,ensembl_gene_id,gene_symbol,reactome_pathways,wikipathways
P19013,-0.8141177430506801,-1.7582226102535894,21.70116502835772,-1.4654014545281289,0.16004980909336086,0.6641716684970352,0.549205804522509,-4.8380709831999775,"CRAP Keratin, type II cytoskeletal 4 OS=Homo sapiens OX=9606 GN=KRT4 PE=1 SV=5",0,176.874,38,19,65,14,520,56.1,6.61,cell organization and biogenesis;developmental processes;other biological processes,cytosol;cytoskeleton;other cell component,NA,3851,ENSG00000170477,KRT4,Formation of the cornified envelope,NA
P40124,-0.8127055990424026,-1.7565024624000432,26.572739290841515,-4.169139894675182,5.756639648985339e-4,0.20356393429772093,0.1683277074445792,-0.16430702390701413,Adenylyl cyclase-associated protein 1 OS=Mus musculus OX=10090 GN=Cap1 PE=1 SV=4,0,275.894,49,17,229,15,474,51.5,7.52,cell organization and biogenesis;transport;other biological processes,non-structural extracellular;plasma membrane;other membranes;cytosol;cytoskeleton;other cell component,cytoskeletal activity;other molecular function,12331,ENSMUSG00000028656,Cap1,Neutrophil degranulation,Insulin Signaling
Q8C854,0.7787981174137286,1.7157009585678218,16.874045414975864,1.9970292094583681,0.06428206123737767,0.5433907801028762,0.4493316784075473,-4.006994951480307,Myelin expression factor 2 OS=Mus musculus OX=10090 GN=Myef2 PE=1 SV=1,0,18.064,11,5,5,5,591,63.3,8.87,stress response;other biological processes,nucleus;other cell component,nucleic acid binding activity;other molecular function,17876,ENSMUSG00000027201; ENSMUSG00000049230,Myef2,NA,Mitochondrial Gene Expression; MicroRNAs in Cardiomyocyte Hypertrophy; mRNA processing
F8VPN4,-0.777987812865792,-1.714737587999599,22.258838173577008,-4.617528193964426,2.1349232731717322e-4,0.12022667918347098,0.09941584863962397,0.6715275018041362,4-alpha-glucanotransferase OS=Mus musculus OX=10090 GN=Agl PE=1 SV=1,0,112.605,14,16,76,16,1532,174.2,6.74,other metabolic processes;other biological processes,cytosol;ER/Golgi;nucleus;other cell component,other molecular function,77559,ENSMUSG00000033400,Agl,Neutrophil degranulation; Glycogen breakdown (glycogenolysis),Glycogen Metabolism
Q9DAK9,0.7752140826548519,1.7114439950473863,21.642689679383086,3.2804880307279864,0.004153502829529196,0.2964057900530252,0.24509895274451662,-1.8445644957200202,14 kDa phosphohistidine phosphatase OS=Mus musculus OX=10090 GN=Phpt1 PE=1 SV=1,0,72.698,56,5,29,5,124,14,5.53,protein metabolism;other metabolic processes;other biological processes,cytosol,other molecular function,75454,ENSMUSG00000036504,Phpt1,NA,NA
Q3UWL8,-0.7734617106501247,-1.7093664486678222,19.42948796782893,-3.1202972335440444,0.007516038349724855,0.31575953347248886,0.26110262879601354,-2.4269213800749543,Prefoldin subunit 4 OS=Mus musculus OX=10090 GN=Pfdn4 PE=1 SV=1,0,26.32,20,2,8,2,134,15.2,4.61,other biological processes,mitochondrion;nucleus;other cell component,other molecular function,109054,ENSMUSG00000052033,Pfdn4,NA,NA
O08715,-0.7708064732557247,-1.706223303783572,21.8680350801693,-1.9804165938659,0.06313987365878314,0.5433907801028762,0.4493316784075473,-4.117425588775232,"A-kinase anchor protein 1, mitochondrial OS=Mus musculus OX=10090 GN=Akap1 PE=1 SV=4",0,35.474,7,4,16,4,857,92.1,5.02,stress response;other biological processes,plasma membrane;other membranes;mitochondrion;ER/Golgi;other cell component,cytoskeletal activity;nucleic acid binding activity;other molecular function,11640,ENSMUSG00000018428,Akap1,Factors involved in megakaryocyte development and platelet production,G Protein Signaling Pathways; mRNA processing
Q8BTG3,0.766864664186329,1.7015678314674434,17.34012703108911,3.589574064675562,0.002257245273396579,0.24548094894685824,0.20298902897558635,-1.3135894617989408,T-complex protein 11-like protein 1 OS=Mus musculus OX=10090 GN=Tcp11l1 PE=1 SV=1,0,6.645,2,1,8,1,509,56.3,5.5,signal transduction,cytoskeleton,NA,320554,ENSMUSG00000027175,Tcp11l1,NA,NA
E9Q1W0,0.764882318592214,1.6992313854090992,24.800127890739734,6.012798779133096,1.0946444078626993e-5,0.01438362751931587,0.011893870362724204,3.1079281391751685,Calcium/calmodulin-dependent protein kinase OS=Mus musculus OX=10090 GN=Camk2d PE=1 SV=2,0,203.386,34,14,262,10,512,57.7,7.15,protein metabolism;other metabolic processes,NA,kinase activity;other molecular function,108058,ENSMUSG00000053819,Camk2d,NA,MicroRNAs in Cardiomyocyte Hypertrophy; Myometrial Relaxation and Contraction Pathways; Wnt Signaling Pathway NetPath; Calcium Regulation in the Cardiac Cell
A0A494B952,0.762383922929633,1.6962912779249406,19.867990492396487,3.0691671455906033,0.007333375139522881,0.31575953347248886,0.26110262879601354,-2.30414908227769,Isochorismatase domain-containing protein 1 OS=Mus musculus OX=10090 GN=Isoc1 PE=1 SV=1,0,28.699,25,5,11,5,257,27.5,7.02,NA,NA,NA,NA,ENSMUSG00000024601,Isoc1,NA,NA
Q61327,-0.7485392309201302,-1.680090830035156,24.871573935290936,-2.160816155522434,0.0444261488509529,0.4982111568633368,0.41197249477141795,-3.8330890072458867,Sodium-dependent dopamine transporter OS=Mus musculus OX=10090 GN=Slc6a3 PE=1 SV=2,0,53.682,14,10,78,10,619,68.8,7.21,cell-cell signaling;other metabolic processes;transport;developmental processes;other biological processes,plasma membrane;other membranes;other cell component,signal transduction activity or receptor binding;transporter activity;other molecular function,13162,ENSMUSG00000021609,Slc6a3,Na+/Cl- dependent neurotransmitter transporters; Dopamine clearance from the synaptic cleft,Dopaminergic Neurogenesis; Parkinsons Disease Pathway
K4DI63,0.7469903079969598,1.6782879994623077,17.14433548956389,2.0173070456438222,0.06190974560520246,0.5399296840170533,0.44646968631949935,-3.957787868720035,Protein CREG1 OS=Mus musculus OX=10090 GN=Creg1 PE=1 SV=1,0,11.937,12,1,2,1,94,11,8.03,NA,NA,NA,NA,ENSMUSG00000040713,Creg1,NA,NA
A0A0A0MQE8,-0.7384164585252933,-1.6683436139800083,22.275578316241035,-2.1132932581997568,0.04879113921208646,0.5142638255990504,0.42524650097478583,-3.909357511601292,Rho GTPase-activating protein 21 OS=Mus musculus OX=10090 GN=Arhgap21 PE=1 SV=1,0,109.649,8,12,65,1,1949,216.3,7.71,signal transduction;other biological processes,NA,enzyme regulator activity,NA,ENSMUSG00000036591,Arhgap21,NA,NA
P32211,-0.7376423215691688,-1.667448636204501,20.898289576363915,-3.4141161207862973,0.003090809476639509,0.2648689338459336,0.21902101942266827,-1.5929797421960092,Muscarinic acetylcholine receptor M4 OS=Mus musculus OX=10090 GN=Chrm4 PE=2 SV=1,0,20.977,7,2,13,2,479,52.9,9.88,cell-cell signaling;signal transduction;other biological processes,plasma membrane;other membranes;other cell component,enzyme regulator activity;other molecular function,12672,ENSMUSG00000040495,Chrm4,G alpha (i) signalling events; Muscarinic acetylcholine receptors,"Non-odorant GPCRs; GPCRs, Class A Rhodopsin-like; Regulation of Actin Cytoskeleton; Calcium Regulation in the Cardiac Cell; Monoamine GPCRs"
Q91V77,0.7360783803037201,1.6656420321130458,17.316804929956195,5.013808126749668,1.0623032438814105e-4,0.0837519877476104,0.06925480262561218,1.25905038239378,Protein S100 OS=Mus musculus OX=10090 GN=S100a1 PE=1 SV=1,0,31.835,39,2,17,2,94,10.5,4.59,other biological processes,cytoskeleton;other cell component,other molecular function,20193,ENSMUSG00000044080,S100a1,NA,NA
A0A338P7K6,-0.7287266123083747,-1.6571757478831322,16.934309007656125,-2.8865351025142205,0.011947039580492867,0.379794876034702,0.3140536706694772,-2.6762696182000294,Metabotropic glutamate receptor 4 OS=Mus musculus OX=10090 GN=Grm4 PE=1 SV=1,0,14.039,3,2,16,1,865,96,8.66,signal transduction,plasma membrane;other membranes,other molecular function,NA,ENSMUSG00000063239,Grm4,NA,Non-odorant GPCRs
E9Q0H6,0.7280242023777532,1.6563691093693256,20.788687904108528,1.3647032685127118,0.19121814450643632,0.6800508600665467,0.5623363618689784,-4.816670307299772,"Fatty acid-binding protein, brain OS=Mus musculus OX=10090 GN=Fabp7 PE=1 SV=1",0,33.073,21,3,15,3,188,20.6,6.76,NA,NA,other molecular function,NA,ENSMUSG00000019874,Fabp7,NA,NA
Q8BH58,0.7272855373906602,1.6555212595695246,21.123177108884367,2.9984421970653767,0.008501402838084756,0.3231604017517862,0.2672224318684548,-2.418016903572858,TIP41-like protein OS=Mus musculus OX=10090 GN=Tiprl PE=1 SV=1,0,71.152,39,7,32,7,271,31.2,5.63,stress response;signal transduction;other biological processes,cytosol,NA,226591,ENSMUSG00000040843,Tiprl,NA,NA
A0A338P754,-0.725845424237928,-1.6538695256041176,19.56619763400384,-3.383503096974408,0.0035286532097372415,0.289790644849671,0.2396288667475292,-1.6995582713219433,Cationic amino acid transporter 4 OS=Mus musculus OX=10090 GN=Slc7a4 PE=1 SV=1,0,20.284,3,1,10,1,430,46.2,8.18,transport,other membranes,NA,NA,ENSMUSG00000022756,Slc7a4,NA,NA
Q9D0F9,0.7185366415087842,1.645512107287276,24.987888575135187,2.7039260187263485,0.014523897906057957,0.38163523610302424,0.31557547064962566,-2.905077651501266,Phosphoglucomutase-1 OS=Mus musculus OX=10090 GN=Pgm1 PE=1 SV=4,0,263.559,49,22,224,22,562,61.4,6.57,other metabolic processes,cytosol;cytoskeleton;other cell component,other molecular function,72157,ENSMUSG00000025791; ENSMUSG00000116466,Pgm1,Neutrophil degranulation; Glycogen synthesis,Glucuronidation; Purine metabolism; Glycogen Metabolism
Q9JJ69,-0.7152508627688263,-1.6417686714536601,21.63162135488132,-3.546438122577954,0.0023041083488162745,0.24548094894685824,0.20298902897558635,-1.3428155563993442,Kv channel-interacting protein 2 OS=Mus musculus OX=10090 GN=Kcnip2 PE=1 SV=2,0,33.695,13,4,40,3,270,30.9,5.05,cell organization and biogenesis;transport;developmental processes;other biological processes,plasma membrane;other membranes;other cell component,transporter activity;other molecular function,80906,ENSMUSG00000025221,Kcnip2,Phase 1 - inactivation of fast Na+ channels,NA
P84099,0.7125675326279435,1.6387179137592969,22.313952081838007,2.5498278365824625,0.020099862567195776,0.4166844521274798,0.3445577862129404,-3.1775129993612548,60S ribosomal protein L19 OS=Mus musculus OX=10090 GN=Rpl19 PE=1 SV=1,0,21.956,17,3,20,3,196,23.5,11.47,protein metabolism;other metabolic processes,cytosol;translational apparatus;nucleus;other cell component,nucleic acid binding activity;other molecular function,19921,ENSMUSG00000017404,Rpl19,L13a-mediated translational silencing of Ceruloplasmin expression; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),Cytoplasmic Ribosomal Proteins; mRNA processing
A0A338P697,-0.7013364063198289,-1.6260103113751327,18.137633902257555,-4.100038479105619,6.71316881245655e-4,0.20356393429772093,0.1683277074445792,-0.2944935909496875,YEATS domain-containing protein 2 (Fragment) OS=Mus musculus OX=10090 GN=Yeats2 PE=1 SV=1,0.02,1.745,1,1,6,1,1369,144.7,9.03,other biological processes,nucleus,NA,NA,ENSMUSG00000041215,Yeats2,NA,NA
Q6P069,0.6993367532307921,1.6237581346201206,22.114629002101942,2.531967811007142,0.02086394907929401,0.41749079832780195,0.3452245566198651,-3.208680150732987,Sorcin OS=Mus musculus OX=10090 GN=Sri PE=1 SV=1,0,28.091,20,4,27,4,198,21.6,5.59,transport;developmental processes;other biological processes,non-structural extracellular;plasma membrane;other membranes;cytosol;cytoskeleton;mitochondrion;ER/Golgi;nucleus;other cell component,other molecular function,109552,ENSMUSG00000003161,Sri,Stimuli-sensing channels; Ion homeostasis; Ion transport by P-type ATPases; Reduction of cytosolic Ca++ levels; Sodium/Calcium exchangers,NA
J3QJX3,-0.6935064612883259,-1.6172093628997015,17.66238436024718,-3.746983977094091,0.002163196219380845,0.24548094894685824,0.20298902897558635,-1.2554736791692624,Protein sel-1 homolog 1 OS=Mus musculus OX=10090 GN=Sel1l PE=1 SV=1,0,9.446,2,1,3,1,740,82.4,6.02,NA,NA,NA,NA,ENSMUSG00000020964,Sel1l,NA,NA
Q99J39,0.6912734478916747,1.6147081712045808,20.974446280950232,1.7703178541829663,0.0945908805008754,0.6030860481240073,0.49869389792817476,-4.383409098925748,"Malonyl-CoA decarboxylase, mitochondrial OS=Mus musculus OX=10090 GN=Mlycd PE=1 SV=1",0,54.593,17,7,24,7,492,54.7,8.94,other metabolic processes;stress response;other biological processes,cytosol;mitochondrion;other cytoplasmic organelle;other cell component,other molecular function,56690,ENSMUSG00000074064,Mlycd,Peroxisomal protein import; Beta-oxidation of very long chain fatty acids,NA
B1PL19,-0.6857226276156876,-1.6085074606923346,16.032443098887775,-2.0859688348344685,0.05333656983961757,0.5230168117108768,0.43248437486723645,-3.9259399372429495,Pannexin-1 OS=Mus musculus OX=10090 GN=Panx1 PE=1 SV=1,0.003,3.077,21,1,3,1,112,12.3,5.83,transport;other biological processes,NA,transporter activity,NA,ENSMUSG00000031934,Panx1,NA,NA
A0A494B923,0.6849653941436102,1.6076634180788953,18.57781315265198,2.4116465248405454,0.027462009123502686,0.44733570233408093,0.3699034089303784,-3.3980153429742352,3'-phosphoadenosine-5'-phosphosulfate synthase OS=Mus musculus OX=10090 GN=Papss2 PE=1 SV=1,0.03,1.519,2,1,1,1,614,69.4,7.42,other metabolic processes,NA,kinase activity;other molecular function,23972,ENSMUSG00000024899,Papss2,NA,Purine metabolism
Q0KL01,0.6847877522874981,1.6074654755313051,20.452851466411456,3.4189028214464163,0.0030581924695912152,0.2648689338459336,0.21902101942266827,-1.5839453004900736,UBX domain-containing protein 2B OS=Mus musculus OX=10090 GN=Ubxn2b PE=1 SV=2,0.008,2.11,4,1,2,1,331,37.4,5.94,cell cycle OR cell proliferation;cell organization and biogenesis;protein metabolism;other metabolic processes;other biological processes,cytosol;cytoskeleton;ER/Golgi;nucleus,other molecular function,68053,ENSMUSG00000028243,Ubxn2b,NA,NA
Q04899,-0.681206141849664,-1.603479758268768,16.651560710690124,-1.544710651322732,0.13980387494987687,0.6514472542713252,0.5386839432577509,-4.73714822323922,Cyclin-dependent kinase 18 OS=Mus musculus OX=10090 GN=Cdk18 PE=1 SV=1,0,36.767,14,5,39,3,451,51.8,8.51,cell cycle OR cell proliferation;protein metabolism;other metabolic processes,nucleus;other cell component,kinase activity;other molecular function,18557,ENSMUSG00000026437,Cdk18,NA,NA
Q3UVL4,0.6799095384262586,1.6020392990636112,19.86423550218862,3.66759325442835,0.0017596034131511498,0.24548094894685824,0.20298902897558635,-1.113244327367501,Vacuolar protein sorting-associated protein 51 homolog OS=Mus musculus OX=10090 GN=Vps51 PE=1 SV=2,0,53.364,10,6,27,6,782,86.1,6.24,cell organization and biogenesis;other metabolic processes;transport,other membranes;cytosol;ER/Golgi;nucleus;other cytoplasmic organelle;other cell component,NA,68505,ENSMUSG00000024797,Vps51,Retrograde transport at the Trans-Golgi-Network,NA
P19012,-0.678370096519366,-1.6003307390316814,19.03612206689648,-3.183696674557832,0.005767544985661431,0.3079080564345441,0.2546102158132792,-2.112666233864985,"CRAP Keratin, type I cytoskeletal 15 OS=Homo sapiens OX=9606 GN=KRT15 PE=1 SV=3",0,77.483,23,12,49,2,456,49.2,4.77,cell organization and biogenesis;developmental processes;other biological processes,cytosol;cytoskeleton,cytoskeletal activity;other molecular function,3866,ENSG00000171346,KRT15,Formation of the cornified envelope,NA
Q8VHE0,-0.6772602469743703,-1.5991000954860342,17.4575289516545,-3.0326892540920585,0.007153413668301433,0.31575953347248886,0.26110262879601354,-2.3065761209116413,Translocation protein SEC63 homolog OS=Mus musculus OX=10090 GN=Sec63 PE=1 SV=4,0,12.262,3,2,3,2,760,87.8,5.38,other metabolic processes;transport;developmental processes,other membranes;ER/Golgi,transporter activity;nucleic acid binding activity,140740,ENSMUSG00000019802,Sec63,NA,NA
Q9D0W5,0.6765578906920844,1.5983217850195501,20.27040446539681,2.379078125182551,0.030136619618221873,0.4499945247539039,0.3721019982039403,-3.4261551263290806,Peptidyl-prolyl cis-trans isomerase-like 1 OS=Mus musculus OX=10090 GN=Ppil1 PE=1 SV=1,0,29.501,23,3,14,3,166,18.2,7.99,protein metabolism;RNA metabolism OR transcription;other metabolic processes;other biological processes,nucleus,other molecular function,68816,ENSMUSG00000024007,Ppil1,mRNA Splicing - Major Pathway,NA
Q8VCF0,0.6753435830610748,1.596977053311288,21.294869398025156,2.4642724647418786,0.02401617030471041,0.42515273791301156,0.3515602404403151,-3.325973498307635,Mitochondrial antiviral-signaling protein OS=Mus musculus OX=10090 GN=Mavs PE=1 SV=1,0,89.292,25,6,16,6,503,53.4,6.37,stress response;signal transduction;other biological processes,other membranes;mitochondrion;other cytoplasmic organelle,other molecular function,228607,ENSMUSG00000037523,Mavs,Negative regulators of DDX58/IFIH1 signaling,NA
Q3TEA8,0.6735986723759417,1.595046709221371,20.143464630225097,2.2797774359494762,0.03502184736355102,0.47540414736329345,0.3931133012897561,-3.638228116053995,Heterochromatin protein 1-binding protein 3 OS=Mus musculus OX=10090 GN=Hp1bp3 PE=1 SV=1,0,21.616,11,5,5,5,554,60.8,9.7,cell organization and biogenesis;stress response;other biological processes,nucleus;other cell component,nucleic acid binding activity;other molecular function,15441,ENSMUSG00000028759,Hp1bp3,NA,NA
O54916,0.6721258214508943,1.5934191530318342,20.64671471176617,3.1657901358362746,0.00534629674375894,0.3079080564345441,0.2546102158132792,-2.059288170635143,RalBP1-associated Eps domain-containing protein 1 OS=Mus musculus OX=10090 GN=Reps1 PE=1 SV=2,0,27.707,7,4,18,3,795,86.5,5.58,transport,plasma membrane;other membranes,other molecular function,19707,ENSMUSG00000019854,Reps1,Cargo recognition for clathrin-mediated endocytosis,EGFR1 Signaling Pathway
Q923X4,-0.6674610798953537,-1.5882753875825748,19.080623367363163,-4.051974477867624,7.471332052089354e-4,0.21037136392383024,0.1739567940826739,-0.3852005199667694,"Glutaredoxin-2, mitochondrial OS=Mus musculus OX=10090 GN=Glrx2 PE=1 SV=1",0,10.969,13,2,4,2,156,17.3,9.95,stress response;other biological processes,mitochondrion;nucleus;other cell component,other molecular function,69367,ENSMUSG00000018196,Glrx2,NA,NA
P56546,-0.6667056767661386,-1.587443975460972,17.874095953316505,-3.4608009178169863,0.0038172033107305224,0.29354249993332154,0.24273128843668532,-1.8418139535942952,C-terminal-binding protein 2 OS=Mus musculus OX=10090 GN=Ctbp2 PE=1 SV=2,0.001,4.92,9,2,19,1,445,48.9,6.95,cell-cell signaling;cell organization and biogenesis;transport;other biological processes,cytosol;nucleus;other cell component,signal transduction activity or receptor binding;other molecular function,13017,ENSMUSG00000030970,Ctbp2,Repression of WNT target genes,PluriNetWork: mechanisms associated with pluripotency; Neural Crest Differentiation; Notch Signaling Pathway; Wnt Signaling Pathway NetPath; Wnt Signaling Pathway and Pluripotency
P49722,0.6638970181737278,1.58435652396915,22.855879534139316,3.1937078296950343,0.005028264284757551,0.3079080564345441,0.2546102158132792,-2.00714752076784,Proteasome subunit alpha type-2 OS=Mus musculus OX=10090 GN=Psma2 PE=1 SV=3,0,141.499,44,8,93,8,234,25.9,7.43,protein metabolism;other metabolic processes,cytosol;nucleus;other cell component,other molecular function,19166,ENSMUSG00000015671,Psma2,Neutrophil degranulation; Separation of Sister Chromatids; MAPK6/MAPK4 signaling; The role of GTSE1 in G2/M progression after G2 checkpoint; Hedgehog ligand biogenesis; AUF1 (hnRNP D0) binds and destabilizes mRNA; Downstream TCR signaling; FCERI mediated NF-kB activation; Neddylation; Asymmetric localization of PCP proteins; Degradation of AXIN; Hedgehog 'on' state; Ub-specific processing proteases; Regulation of RUNX3 expression and activity; Antigen processing: Ubiquitination & Proteasome degradation; Autodegradation of Cdh1 by Cdh1:APC/C; APC/C:Cdc20 mediated degradation of Securin; APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1; Cdc20:Phospho-APC/C mediated degradation of Cyclin A; CDK-mediated phosphorylation and removal of Cdc6; UCH proteinases; Regulation of PTEN stability and activity; ABC-family proteins mediated transport; Regulation of RAS by GAPs; FBXL7 down-regulates AURKA during mitotic entry and in early mitosis; Regulation of ornithine decarboxylase (ODC); Activation of NF-kappaB in B cells; Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha; Cross-presentation of soluble exogenous antigens (endosomes); SCF(Skp2)-mediated degradation of p27/p21; Degradation of beta-catenin by the destruction complex; Autodegradation of the E3 ubiquitin ligase COP1; Degradation of DVL; Dectin-1 mediated noncanonical NF-kB signaling; Degradation of GLI1 by the proteasome; GLI3 is processed to GLI3R by the proteasome; NIK-->noncanonical NF-kB signaling; CDT1 association with the CDC6:ORC:origin complex; Orc1 removal from chromatin; G2/M Checkpoints; Ubiquitin Mediated Degradation of Phosphorylated Cdc25A; Ubiquitin-dependent degradation of Cyclin D; ROS sensing by NFE2L2; RUNX1 regulates transcription of genes involved in differentiation of HSCs; Regulation of RUNX2 expression and activity; Interleukin-1 signaling,Proteasome Degradation
P09240,-0.6566405634905763,-1.5764075492180851,20.70069978874698,-2.9519586417414043,0.008525794465293193,0.3231604017517862,0.2672224318684548,-2.455350356415317,Cholecystokinin OS=Mus musculus OX=10090 GN=Cck PE=1 SV=3,0,8.7,9,1,12,1,115,12.8,9.35,cell organization and biogenesis;developmental processes;signal transduction;other biological processes,non-structural extracellular;other cell component,signal transduction activity or receptor binding,12424,ENSMUSG00000032532,Cck,G alpha (q) signalling events; Peptide ligand-binding receptors,NA
